month,year,Factory,Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
9,2024,2,10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
9,2024,2,20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
9,2024,2,10,0,100,704.92,6000,84,5.76,0,2,5.22,352404.32
9,2024,2,10,0,100,712.12,6000,84,5.76,0,2,4.7,356004.34
9,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
9,2024,2,30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
9,2024,2,30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
9,2024,2,10,0,100,725.27,6000,84,5.76,0,2,4.7,362577.0
9,2024,2,20,1,300,574.42,6000,54,9.39,1,2,5.95,344613.66
9,2024,2,30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
9,2024,2,30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
9,2024,2,10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
9,2024,2,30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.06
9,2024,2,30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
9,2024,2,30,2,500,681.81,10000,81,5.76,2,0,6.02,545403.37
9,2024,2,30,2,500,717.86,10000,81,5.76,2,0,3.65,574243.35
9,2024,2,30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
9,2024,2,30,2,500,715.86,10000,81,5.76,2,0,5.58,572638.99
9,2024,2,20,1,300,595.77,6000,54,9.39,1,2,4.92,357422.49
9,2024,2,30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
9,2024,2,10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
9,2024,2,20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
9,2024,2,20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
9,2024,2,30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
9,2024,2,20,1,300,578.22,6000,54,9.39,1,2,5.65,346893.67
9,2024,2,20,1,300,642.32,6000,54,9.39,1,2,3.95,385347.26
9,2024,2,30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
9,2024,2,10,0,100,725.27,6000,84,5.76,0,2,4.7,362577.01
9,2024,2,20,1,300,574.42,6000,54,9.39,1,2,5.95,344613.67
9,2024,2,30,2,500,670.31,10000,81,5.76,2,0,5.78,536205.71
9,2024,2,20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
9,2024,2,20,1,300,583.57,6000,54,9.39,1,2,4.6,350104.94
9,2024,2,20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
9,2024,2,10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
9,2024,2,20,1,300,556.87,6000,54,9.39,1,2,6.02,334086.1
9,2024,2,20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
9,2024,2,10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
9,2024,2,20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
9,2024,2,30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
9,2024,2,20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
9,2024,2,10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
9,2024,2,10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
9,2024,2,30,2,500,715.11,10000,81,5.76,2,0,5.22,572039.96
9,2024,2,20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
9,2024,2,30,2,500,703.16,10000,81,5.76,2,0,5.65,562480.88
9,2024,2,30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
9,2024,2,30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
9,2024,2,20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
9,2024,2,10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
10,2024,2,10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
10,2024,2,30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
10,2024,2,20,1,300,583.87,6000,54,9.39,1,2,4.6,350284.92
10,2024,2,20,1,300,575.87,6000,54,9.39,1,2,6.15,345483.06
10,2024,2,20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
10,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,2024,2,30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
10,2024,2,10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
10,2024,2,10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
10,2024,2,30,2,500,720.31,10000,81,5.76,2,0,4.92,576199.83
10,2024,2,20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
10,2024,2,20,1,300,621.77,6000,54,9.39,1,2,4.3,373019.78
10,2024,2,20,1,300,601.02,6000,54,9.39,1,2,5.15,360571.22
10,2024,2,30,2,500,715.31,10000,81,5.76,2,0,5.22,572199.94
10,2024,2,10,0,100,712.12,6000,84,5.76,0,2,4.7,356004.34
10,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
10,2024,2,10,0,100,757.17,6000,84,5.76,0,2,3.95,378523.06
10,2024,2,30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,2024,2,20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
10,2024,2,10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
10,2024,2,20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
10,2024,2,20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,2024,2,20,1,300,583.77,6000,54,9.39,1,2,4.6,350224.93
10,2024,2,30,2,500,700.91,10000,81,5.76,2,0,6.15,560680.05
10,2024,2,20,1,300,562.22,6000,54,9.39,1,2,5.12,337297.04
10,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,2024,2,10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
10,2024,2,20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
10,2024,2,10,0,100,705.57,6000,84,5.76,0,2,5.58,352728.36
10,2024,2,10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
10,2024,2,30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
10,2024,2,10,0,100,736.62,6000,84,5.76,0,2,4.3,368250.95
10,2024,2,20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
10,2024,2,10,0,100,705.22,6000,84,5.76,0,2,5.22,352554.29
10,2024,2,10,0,100,712.12,6000,84,5.76,0,2,4.7,356004.34
10,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
10,2024,2,30,2,500,766.96,10000,81,5.76,2,0,3.95,613514.47
10,2024,2,20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
10,2024,2,10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
10,2024,2,30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
10,2024,2,20,1,300,545.37,6000,54,9.39,1,2,5.78,327188.21
10,2024,2,30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
10,2024,2,10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
10,2024,2,20,1,300,575.87,6000,54,9.39,1,2,6.15,345483.06
10,2024,2,10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
10,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,2024,2,10,0,100,708.17,6000,84,5.76,0,2,3.65,354032.56
10,2024,2,10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
10,2024,2,30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
10,2024,2,10,0,100,710.72,6000,84,5.76,0,2,4.92,355304.04
10,2024,2,20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
10,2024,2,20,1,300,621.77,6000,54,9.39,1,2,4.3,373019.78
10,2024,2,30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
10,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
10,2024,2,30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
10,2024,2,30,2,500,703.46,10000,81,5.76,2,0,5.65,562720.83
10,2024,2,30,2,500,767.26,10000,81,5.76,2,0,3.95,613754.44
10,2024,2,20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
10,2024,2,30,2,500,735.36,10000,81,5.76,2,0,4.7,588237.94
10,2024,2,30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
10,2024,2,20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
10,2024,2,30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
10,2024,2,20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
10,2024,2,20,1,300,575.47,6000,54,9.39,1,2,6.15,345243.11
10,2024,2,20,1,300,562.22,6000,54,9.39,1,2,5.12,337297.05
10,2024,2,20,1,300,556.57,6000,54,9.39,1,2,6.02,333906.12
10,2024,2,20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
10,2024,2,20,1,300,630.32,6000,54,9.39,1,2,3.9,378149.28
10,2024,2,30,2,500,715.96,10000,81,5.76,2,0,5.58,572718.98
10,2024,2,30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
10,2024,2,10,0,100,679.87,6000,84,5.76,0,2,5.08,339884.0
10,2024,2,20,1,300,621.77,6000,54,9.39,1,2,4.3,373019.78
10,2024,2,30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
10,2024,2,20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
10,2024,2,30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
10,2024,2,10,0,100,693.17,6000,84,5.76,0,2,5.65,346530.36
10,2024,2,20,1,300,642.32,6000,54,9.39,1,2,3.95,385347.26
10,2024,2,10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
10,2024,2,20,1,300,610.02,6000,54,9.39,1,2,4.7,365970.77
10,2024,2,10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
10,2024,2,20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
10,2024,2,30,2,500,709.21,10000,81,5.76,2,0,5.03,567321.41
10,2024,2,20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
10,2024,2,10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
10,2024,2,30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
10,2024,2,30,2,500,681.81,10000,81,5.76,2,0,6.02,545403.37
10,2024,2,10,0,100,708.17,6000,84,5.76,0,2,3.65,354032.56
10,2024,2,30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
10,2024,2,30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
10,2024,2,10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
10,2024,2,10,0,100,679.97,6000,84,5.76,0,2,5.08,339933.99
10,2024,2,30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
10,2024,2,10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
11,2024,2,10,0,100,705.22,6000,84,5.76,0,2,5.22,352554.29
11,2024,2,10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
11,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
11,2024,2,30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
11,2024,2,20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
11,2024,2,20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
11,2024,2,10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
11,2024,2,20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
11,2024,2,10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
11,2024,2,30,2,500,708.81,10000,81,5.76,2,0,4.6,567002.5
11,2024,2,10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
11,2024,2,20,1,300,562.12,6000,54,9.39,1,2,5.12,337237.05
11,2024,2,20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
11,2024,2,20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
11,2024,2,20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
11,2024,2,20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
11,2024,2,20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
11,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
11,2024,2,10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
11,2024,2,10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
11,2024,2,30,2,500,715.21,10000,81,5.76,2,0,5.22,572119.95
11,2024,2,20,1,300,597.17,6000,54,9.39,1,2,4.7,358262.74
11,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
11,2024,2,30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
11,2024,2,30,2,500,774.01,10000,81,5.76,2,0,3.82,619153.59
11,2024,2,30,2,500,735.36,10000,81,5.76,2,0,4.7,588237.94
11,2024,2,10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
11,2024,2,10,0,100,660.32,6000,84,5.76,0,2,5.78,330110.66
11,2024,2,30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
11,2024,2,30,2,500,708.81,10000,81,5.76,2,0,4.6,567002.49
11,2024,2,10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
11,2024,2,20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
11,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
11,2024,2,20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
11,2024,2,10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
11,2024,2,30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
11,2024,2,10,0,100,710.72,6000,84,5.76,0,2,4.92,355304.04
11,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
11,2024,2,10,0,100,736.62,6000,84,5.76,0,2,4.3,368250.95
11,2024,2,30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
11,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
11,2024,2,30,2,500,722.11,10000,81,5.76,2,0,4.7,577640.12
11,2024,2,30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
11,2024,2,20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
11,2024,2,10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
11,2024,2,20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
11,2024,2,10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
11,2024,2,30,2,500,670.31,10000,81,5.76,2,0,5.78,536205.71
11,2024,2,10,0,100,698.92,6000,84,5.76,0,2,5.03,349405.86
11,2024,2,10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
11,2024,2,20,1,300,575.87,6000,54,9.39,1,2,6.15,345483.05
11,2024,2,30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
11,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
11,2024,2,10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
11,2024,2,20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
11,2024,2,30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
11,2024,2,30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
11,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
11,2024,2,30,2,500,746.61,10000,81,5.76,2,0,4.3,597237.06
11,2024,2,10,0,100,716.27,6000,84,5.76,0,2,5.15,358077.51
11,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
11,2024,2,30,2,500,721.81,10000,81,5.76,2,0,4.7,577400.14
11,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
11,2024,2,30,2,500,767.26,10000,81,5.76,2,0,3.95,613754.44
11,2024,2,10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
11,2024,2,10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
11,2024,2,10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
11,2024,2,30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
11,2024,2,30,2,500,708.91,10000,81,5.76,2,0,5.03,567081.44
11,2024,2,10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
11,2024,2,10,0,100,690.82,6000,84,5.76,0,2,6.15,345354.61
11,2024,2,20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
11,2024,2,10,0,100,671.52,6000,84,5.76,0,2,6.02,335708.2
11,2024,2,20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
11,2024,2,30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
11,2024,2,20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
11,2024,2,20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
11,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
11,2024,2,20,1,300,621.67,6000,54,9.39,1,2,4.3,372959.79
11,2024,2,30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
11,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
11,2024,2,20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
11,2024,2,30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
11,2024,2,30,2,500,767.26,10000,81,5.76,2,0,3.95,613754.44
11,2024,2,10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
11,2024,2,10,0,100,725.27,6000,84,5.76,0,2,4.7,362577.0
11,2024,2,10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
11,2024,2,10,0,100,660.32,6000,84,5.76,0,2,5.78,330110.66
11,2024,2,20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
11,2024,2,10,0,100,698.82,6000,84,5.76,0,2,4.6,349356.89
12,2024,2,10,0,100,690.72,6000,84,5.76,0,2,6.15,345304.63
12,2024,2,30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
12,2024,2,20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
12,2024,2,20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
12,2024,2,30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
12,2024,2,10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
12,2024,2,20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
12,2024,2,20,1,300,565.02,6000,54,9.39,1,2,5.08,338976.74
12,2024,2,10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
12,2024,2,30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.32
12,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
12,2024,2,30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
12,2024,2,10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
12,2024,2,10,0,100,757.37,6000,84,5.76,0,2,3.95,378623.03
12,2024,2,20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
12,2024,2,30,2,500,735.26,10000,81,5.76,2,0,4.7,588157.96
12,2024,2,10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
12,2024,2,30,2,500,670.01,10000,81,5.76,2,0,5.78,535965.74
12,2024,2,30,2,500,709.21,10000,81,5.76,2,0,5.03,567321.41
12,2024,2,30,2,500,708.81,10000,81,5.76,2,0,4.6,567002.5
12,2024,2,20,1,300,575.87,6000,54,9.39,1,2,6.15,345483.05
12,2024,2,10,0,100,677.17,6000,84,5.76,0,2,5.12,338534.34
12,2024,2,20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
12,2024,2,30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
12,2024,2,20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
12,2024,2,20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
12,2024,2,10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
12,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
12,2024,2,10,0,100,736.22,6000,84,5.76,0,2,4.3,368051.0
12,2024,2,10,0,100,716.27,6000,84,5.76,0,2,5.15,358077.52
12,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
12,2024,2,10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
12,2024,2,10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
12,2024,2,20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
12,2024,2,20,1,300,648.87,6000,54,9.39,1,2,3.82,389276.44
12,2024,2,10,0,100,724.97,6000,84,5.76,0,2,4.7,362427.04
12,2024,2,30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
12,2024,2,10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
12,2024,2,10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
12,2024,2,20,1,300,583.87,6000,54,9.39,1,2,4.6,350284.92
12,2024,2,10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
12,2024,2,30,2,500,687.16,10000,81,5.76,2,0,5.12,549684.63
12,2024,2,30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
12,2024,2,10,0,100,708.17,6000,84,5.76,0,2,3.65,354032.56
12,2024,2,30,2,500,755.26,10000,81,5.76,2,0,3.9,604156.62
12,2024,2,20,1,300,591.02,6000,54,9.39,1,2,5.58,354571.9
12,2024,2,10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
12,2024,2,30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
12,2024,2,30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
12,2024,2,20,1,300,601.42,6000,54,9.39,1,2,5.15,360811.18
12,2024,2,20,1,300,589.87,6000,54,9.39,1,2,5.22,353882.78
12,2024,2,20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
12,2024,2,10,0,100,693.47,6000,84,5.76,0,2,5.65,346680.33
12,2024,2,20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
12,2024,2,20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
12,2024,2,20,1,300,610.02,6000,54,9.39,1,2,4.7,365970.74
12,2024,2,10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
12,2024,2,10,0,100,660.32,6000,84,5.76,0,2,5.78,330110.66
12,2024,2,20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
12,2024,2,30,2,500,708.91,10000,81,5.76,2,0,4.6,567082.49
12,2024,2,20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
12,2024,2,30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
12,2024,2,20,1,300,556.87,6000,54,9.39,1,2,6.02,334086.1
12,2024,2,10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
12,2024,2,10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
12,2024,2,10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
12,2024,2,20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
12,2024,2,10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
12,2024,2,10,0,100,736.62,6000,84,5.76,0,2,4.3,368250.95
12,2024,2,30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
12,2024,2,20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
12,2024,2,20,1,300,596.87,6000,54,9.39,1,2,4.7,358082.76
12,2024,2,20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
12,2024,2,10,0,100,756.57,6000,84,5.76,0,2,3.95,378223.14
12,2024,2,20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
12,2024,2,10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
12,2024,2,20,1,300,574.42,6000,54,9.39,1,2,5.95,344613.66
12,2024,2,10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
12,2024,2,10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
12,2024,2,20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
12,2024,2,30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.07
12,2024,2,30,2,500,687.16,10000,81,5.76,2,0,5.12,549684.64
12,2024,2,20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
12,2024,2,20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
12,2024,2,10,0,100,745.27,6000,84,5.76,0,2,3.9,372575.38
12,2024,2,10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
12,2024,2,20,1,300,595.77,6000,54,9.39,1,2,4.92,357422.49
12,2024,2,20,1,300,565.02,6000,54,9.39,1,2,5.08,338976.73
12,2024,2,10,0,100,736.32,6000,84,5.76,0,2,4.3,368101.0
12,2024,2,10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
12,2024,2,10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
12,2024,2,10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
12,2024,2,30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
1,2020,3,20,1,300,787.78,6000,87,1.67,1,1,3.95,472608.4
1,2020,3,10,0,50,789.1,2000,82,5.31,0,1,3.82,394485.4
1,2020,3,30,2,500,659.23,10000,63,7.02,2,0,4.7,527338.89
1,2020,3,30,2,500,623.33,10000,63,7.02,2,0,5.95,498621.65
1,2020,3,10,0,50,685.4,2000,82,5.31,0,1,5.78,342649.32
1,2020,3,30,2,500,633.18,10000,63,7.02,2,0,5.03,506502.15
1,2020,3,20,1,300,729.23,6000,87,1.67,1,1,4.6,437486.98
1,2020,3,10,0,50,715.8,2000,82,5.31,0,1,6.15,357843.1
1,2020,3,30,2,500,611.03,10000,63,7.02,2,0,5.12,488785.18
1,2020,3,10,0,50,696.9,2000,82,5.31,0,1,6.02,348396.75
1,2020,3,20,1,300,738.68,6000,87,1.67,1,1,3.65,443157.77
1,2020,3,10,0,50,770.35,2000,82,5.31,0,1,3.9,385113.77
1,2020,3,30,2,500,639.93,10000,63,7.02,2,0,5.58,511899.94
1,2020,3,10,0,50,735.2,2000,82,5.31,0,1,4.92,367542.61
1,2020,3,20,1,300,710.48,6000,87,1.67,1,1,5.08,426238.94
1,2020,3,20,1,300,767.13,6000,87,1.67,1,1,4.3,460221.19
1,2020,3,30,2,500,650.23,10000,63,7.02,2,0,5.15,520139.29
1,2020,3,10,0,50,729.8,2000,82,5.31,0,1,5.22,364842.83
1,2020,3,30,2,500,646.08,10000,63,7.02,2,0,4.7,516820.91
1,2020,3,10,0,50,718.55,2000,82,5.31,0,1,5.65,359218.83
1,2020,3,20,1,300,787.68,6000,87,1.67,1,1,3.95,472548.4
1,2020,3,10,0,50,789.2,2000,82,5.31,0,1,3.82,394535.39
1,2020,3,20,1,300,755.78,6000,87,1.67,1,1,4.7,453412.16
1,2020,3,10,0,50,714.45,2000,82,5.31,0,1,5.95,357168.84
1,2020,3,10,0,50,685.4,2000,82,5.31,0,1,5.78,342649.32
1,2020,3,10,0,50,724.2,2000,82,5.31,0,1,5.03,362044.35
1,2020,3,20,1,300,729.23,6000,87,1.67,1,1,4.6,437486.97
1,2020,3,30,2,500,624.78,10000,63,7.02,2,0,6.15,499781.01
1,2020,3,20,1,300,707.68,6000,87,1.67,1,1,5.12,424559.28
1,2020,3,10,0,50,696.9,2000,82,5.31,0,1,6.02,348396.75
1,2020,3,30,2,500,642.13,10000,63,7.02,2,0,3.65,513663.8
